8,0,5
9,12,1
9,11,2
9,10,2
9,9,2
9,8,2
9,7,5
9,6,5
9,5,5
9,4,5
9,3,5
9,2,5
9,1,5
9,0,5
10,13,3
10,14,3
10,15,3
10,16,3
10,17,3
10,18,3
7,19,4
8,19,4
9,19,4
10,19,4
11,19,4
12,19,4
13,19,4
7,20,4
8,20,4
9,20,4
10,20,4
11,20,4
12,20,4
13,20,4
8,21,4
9,21,4
10,21,4
11,21,4
12,21,4
8,22,4
9,22,4
10,22,4
11,22,4
12,22,4
9,23,4
10,23,4
11,23,4
9,24,4
10,24,4
11,24,4
10,12,2
10,11,2
10,10,2
10,9,2
10,8,2
10,7,2
10,6,5
10,5,5
10,4,5
10,3,5
10,2,5
10,1,5
10,0,5
11,11,1
11,10,2
11,9,2
11,8,2
11,7,2
11,6,5
11,5,5
11,4,5
11,3,5
11,2,5
11,1,5
11,0,5
12,10,1
12,9,2
12,8,2
12,7,2
12,6,2
12,5,5
12,4,5
12,3,5
12,2,5
12,1,5
12,0,5
13,9,1
13,8,2
13,7,2
13,6,2
13,5,2
13,4,5
13,3,5
13,2,5
13,1,5
13,0,5
14,8,1
14,7,2
14,6,2
14,5,2
14,4,2
14,3,5
14,2,5
14,1,5
14,0,5
15,7,1
15,6,2
15,5,2
15,4,2
15,3,2
15,2,5
15,1,5
15,0,5
16,8,3
16,9,3
16,10,3
15,11,4
16,11,4
17,11,4
15,12,4
16,12,4
17,12,4
16,13,4
16,7,2
16,6,2
16,5,2
16,4,2
16,3,2
16,2,5
16,1,5
16,0,5
17,7,1
17,6,2
17,5,2
17,4,2
17,3,2
17,2,5
17,1,5
17,0,5
18,7,1
18,6,2
18,5,2
18,4,2
18,3,2
18,2,5
18,1,5
18,0,5
19,7,1
19,6,2
19,5,2
19,4,2
19,3,2
19,2,5
19,1,5
19,0,5
20,6,1
20,5,2
20,4,2
20,3,2
20,2,2
20,1,5
20,0,5
21,6,1
21,5,2
21,4,2
21,3,2
21,2,2
21,1,5
21,0,5
22,6,1
22,5,2
22,4,2
22,3,2
22,2,2
22,1,5
22,0,5
23,7,1
23,6,2
23,5,2
23,4,2
23,3,2
23,2,5
23,1,5
23,0,5
24,7,3
24,8,3
24,9,3
24,10,3
24,11,3
22,12,4
23,12,4
24,12,4
25,12,4
26,12,4
22,13,4
23,13,4
24,13,4
25,13,4
26,13,4
23,14,4
24,14,4
25,14,4
23,15,4
24,15,4
25,15,4
24,16,4
24,6,2
24,5,2
24,4,2
24,3,2
24,2,2
24,1,5
24,0,5
25,7,1
25,6,2
25,5,2
25,4,2
25,3,2
25,2,2
25,1,5
25,0,5
26,8,1
26,7,2
26,6,2
26,5,2
26,4,2
26,3,2
26,2,2
26,1,5
26,0,5
27,9,1
27,8,2
27,7,2
27,6,2
27,5,2
27,4,2
27,3,2
27,2,5
27,1,5
27,0,5
28,9,1
28,8,2
28,7,2
28,6,2
28,5,2
28,4,2
28,3,2
28,2,5
28,1,5
28,0,5
29,8,1
29,7,2
29,6,2
29,5,2
29,4,2
29,3,2
29,2,2
29,1,5
29,0,5
30,7,1
30,6,2
30,5,2
30,4,2
30,3,2
30,2,2
30,1,2
30,0,5
31,8,1
31,7,2
31,6,2
31,5,2
31,4,2
31,3,2
31,2,2
31,1,5
31,0,5
32,9,3
32,10,3
32,11,3
32,12,3
30,13,4
31,13,4
32,13,4
33,13,4
34,13,4
30,14,4
31,14,4
32,14,4
33,14,4
34,14,4
31,15,4
32,15,4
33,15,4
31,16,4
32,16,4
33,16,4
32,8,2
32,7,2
32,6,2
32,5,2
32,4,2
32,3,2
32,2,5
32,1,5
32,0,5
33,9,1
33,8,2
33,7,2
33,6,2
33,5,2
33,4,2
33,3,2
33,2,5
33,1,5
33,0,5
34,8,1
34,7,2
34,6,2
34,5,2
34,4,2
34,3,5
34,2,5
34,1,5
34,0,5
35,8,3
35,9,3
35,10,3
34,11,4
35,11,4
36,11,4
34,12,4
35,12,4
36,12,4
35,13,4
35,7,2
35,6,2
35,5,2
35,4,2
35,3,2
35,2,5
35,1,5
35,0,5
36,7,1
36,6,2
36,5,2
36,4,2
36,3,2
36,2,5
36,1,5
36,0,5
37,6,1
37,5,2
37,4,2
37,3,2
37,2,2
37,1,5
37,0,5
38,7,1
38,6,2
38,5,2
38,4,2
38,3,2
38,2,5
38,1,5
38,0,5
39,8,1
39,7,2
39,6,2
39,5,2
39,4,2
39,3,2
39,2,2
39,1,5
39,0,5
40,7,1
40,6,2
40,5,2
40,4,2
40,3,2
40,2,2
40,1,5
40,0,5
41,8,1
41,7,2
41,6,2
41,5,2
41,4,2
41,3,2
41,2,2
41,1,5
41,0,5
42,9,1
42,8,2
42,7,2
42,6,2
42,5,2
42,4,2
42,3,2
42,2,5
42,1,5
42,0,5
43,8,1
43,7,2
43,6,2
43,5,2
43,4,2
43,3,5
43,2,5
43,1,5
43,0,5
44,7,1
44,6,2
44,5,2
44,4,2
44,3,2
44,2,5
44,1,5
44,0,5
45,6,1
45,5,2
45,4,2
45,3,2
45,2,2
45,1,5
45,0,5
46,7,3
46,8,3
46,9,3
46,10,3
46,11,3
46,12,3
43,13,4
44,13,4
45,13,4
46,13,4
47,13,4
48,13,4
49,13,4
43,14,4
44,14,4
45,14,4
46,14,4
47,14,4
48,14,4
49,14,4
44,15,4
45,15,4
46,15,4
47,15,4
48,15,4
44,16,4
45,16,4
46,16,4
47,16,4
48,16,4
45,17,4
46,17,4
47,17,4
45,18,4
46,18,4
47,18,4
46,6,2
46,5,2
46,4,2
46,3,2
46,2,2
46,1,2
46,0,5
47,6,1
47,5,2
47,4,2
47,3,2
47,2,2
47,1,2
47,0,2
48,6,1
48,5,2
48,4,2
48,3,2
48,2,2
48,1,2
48,0,2
49,7,1
49,6,2
49,5,2
49,4,2
49,3,2
49,2,2
49,1,2
49,0,5
50,6,1
50,5,2
50,4,2
50,3,2
50,2,2
50,1,2
50,0,2
51,6,1
51,5,2
51,4,2
51,3,2
51,2,2
51,1,2
51,0,5
52,7,3
52,8,3
52,9,3
52,10,3
52,11,3
52,12,3
49,13,4
50,13,4
51,13,4
52,13,4
53,13,4
54,13,4
55,13,4
49,14,4
50,14,4
51,14,4
52,14,4
53,14,4
54,14,4
55,14,4
50,15,4
51,15,4
52,15,4
53,15,4
54,15,4
50,16,4
51,16,4
52,16,4
53,16,4
54,16,4
51,17,4
52,17,4
53,17,4
51,18,4
52,18,4
53,18,4
52,6,2
52,5,2
52,4,2
52,3,2
52,2,2
52,1,2
52,0,2
53,6,1
53,5,2
53,4,2
53,3,2
53,2,2
53,1,2
53,0,2
54,6,1
54,5,2
54,4,2
54,3,2
54,2,2
54,1,2
54,0,2
55,7,1
55,6,2
55,5,2
55,4,2
55,3,2
55,2,2
55,1,2
55,0,5
56,6,1
56,5,2
56,4,2
56,3,2
56,2,2
56,1,2
56,0,5
57,6,1
57,5,2
57,4,2
57,3,2
57,2,2
57,1,5
57,0,5
58,7,1
58,6,2
58,5,2
58,4,2
58,3,2
58,2,2
58,1,5
58,0,5
59,6,1
59,5,2
59,4,2
59,3,2
59,2,2
59,1,5
59,0,5
0,0,0
